date,t,cp_location,cp_location_norm,cp_score
2018-01-01,30,16.01298183749376,0.46623393875020797,0.6790745354623187
2018-01-02,31,16.016168350600832,0.49946105497997223,0.6622844265696145
2018-01-03,32,16.010103655696838,0.5329965448101054,0.650692840963752
2018-01-04,33,16.00139005772801,0.5666203314090663,0.6498771050973899
2018-01-05,34,22.00744111163062,0.399751962945646,0.9211928181627871
2018-01-06,35,22.018822383517783,0.4327059205494072,0.9650407292286123
2018-01-07,36,22.021943362209623,0.46593522125967923,0.9746647807725385
2018-01-08,37,22.016483227946303,0.4994505590684566,0.9662067738792307
2018-01-09,38,33.471542079915494,0.1509485973361502,0.9991024683296659
2018-01-10,39,33.51170632999249,0.1829431223335836,0.9982299387304374
2018-01-11,40,33.52884400372328,0.2157051998758907,0.9968891480274521
2018-01-12,41,33.511993342058695,0.24960022193137685,0.9937706893475725
2018-01-13,42,33.50185299529069,0.2832715668236437,0.9888554918148688
2018-01-14,43,33.48791376166924,0.317069541277692,0.9863704703440018
2018-01-15,44,33.864913582051216,0.33783621393162616,0.9797590898293153
2018-01-16,45,33.50703589046914,0.38309880365102866,0.9942901831564643
2018-01-17,46,33.47196373961868,0.41760120867937733,0.9887242475609187
2018-01-18,47,33.65158536633989,0.4449471544553371,0.9802893255555032
2018-01-19,48,33.5394391431752,0.4820186952274933,0.9765513058036451
2018-01-20,49,32.40574961684443,0.553141679438519,0.8970475832957672
2018-01-21,50,36.88697446375734,0.43710085120808867,0.8800932179399625
2018-01-22,51,36.98926258220364,0.4670245805932121,0.9362781277713053
2018-01-23,52,36.98946275432451,0.5003512415225164,0.9665255214934775
2018-01-24,53,36.962819267936155,0.5345726910687948,0.9852821216471009
2018-01-25,54,36.94955448129283,0.5683481839569057,0.9887816864331326
2018-01-26,55,36.98510430268753,0.6004965232437489,0.9949890604427781
2018-01-27,56,36.945106779689645,0.6351631073436785,0.9975529129026439
2018-01-28,57,36.97208625996717,0.667597124667761,0.9988379126842624
2018-01-29,58,36.96855493950355,0.7010481686832151,0.9993277359180021
2018-01-30,59,36.78146649130886,0.740617783623038,0.9997749122344739
2018-01-31,60,45.83722102420832,0.4720926325263894,0.9999397000492075
2018-02-01,61,31.0,1.0,0.9999879280005652
2018-02-02,62,45.25125441093357,0.5582915196355477,0.9999735263457917
2018-02-03,63,45.98373794706632,0.5672087350977895,0.9999793704723077
2018-02-04,64,45.792798014093435,0.6069067328635521,0.9999957485755917
2018-02-05,65,35.00001135948466,0.9999996213505113,0.999787601350116
2018-02-06,66,52.157639562547686,0.4614120145817438,0.9379341534703862
2018-02-07,67,66.99928118399617,2.3960533460846516e-05,0.9412271870389256
2018-02-08,68,56.884711459798034,0.3705096180067322,0.8941761084594735
2018-02-09,69,65.86735141942904,0.10442161935236527,0.9958625195453675
2018-02-10,70,69.99999560079466,1.46640177926353e-07,0.9999999988918954
2018-02-11,71,68.64759371584192,0.07841354280526928,0.9999999994576501
2018-02-12,72,67.39107603602294,0.1536307987992354,0.9999999981006414
2018-02-13,73,66.9594011957241,0.2013532934758634,0.999999986012913
2018-02-14,74,66.70132334890822,0.2432892217030594,0.9999999317648651
2018-02-15,75,66.37222057780536,0.2875926474064878,0.9999995865109467
2018-02-16,76,65.99841094111527,0.3333863019628244,0.9999999881089184
2018-02-17,77,65.89067887452826,0.37031070418239126,0.9999999408607798
2018-02-18,78,65.78045407196993,0.4073181976010024,0.9999996428022596
2018-02-19,79,65.73925467251473,0.4420248442495089,0.9999990094689034
2018-02-20,80,65.67871751805319,0.47737608273156035,0.9999980682431262
2018-02-21,81,65.54368173819205,0.5152106087269317,0.9999984306459315
